City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Stephenville,US,32.2207,-98.2023,44.92,44,0,3.44,clear sky
346,Kirakira,SB,-10.4544,161.9205,86.13,70,93,7.83,overcast clouds
347,Gangiova,RO,43.9,23.85,24.58,67,5,11.65,clear sky
348,Callaway,US,30.153,-85.5699,41.0,81,100,3.0,overcast clouds
349,Bousse,BF,12.6606,-1.8922,62.08,15,2,9.91,clear sky
350,Emirdag,TR,39.0197,31.15,17.42,95,100,12.35,light snow
351,Mahanoro,MG,-19.9,48.8,79.61,90,100,12.03,moderate rain
352,Katobu,ID,-4.9408,122.5276,87.13,60,70,8.1,broken clouds
353,Kruisfontein,ZA,-34.0033,24.7314,68.88,85,0,6.13,clear sky
354,Riyadh,SA,24.6877,46.7219,46.54,29,2,6.6,clear sky
355,Dhidhdhoo,MV,6.8833,73.1,80.83,67,91,11.86,overcast clouds
356,Avarua,CK,-21.2078,-159.775,78.85,89,75,17.27,moderate rain
357,Dukat,RU,62.55,155.55,-27.44,98,20,5.21,few clouds
358,Praesto,DK,55.1178,12.0573,41.94,97,98,7.76,overcast clouds
359,Gimbi,ET,9.1667,35.8333,56.46,52,100,1.81,overcast clouds
360,Locri,IT,38.2414,16.2623,48.56,74,1,8.05,clear sky
361,Dolores,AR,-36.3132,-57.6792,69.55,99,100,3.62,overcast clouds
362,Mahibadhoo,MV,3.7833,72.9667,80.83,65,98,9.4,overcast clouds
363,Acarau,BR,-2.8856,-40.12,78.21,83,82,9.31,broken clouds
364,Bardsir,IR,29.9227,56.5743,33.28,21,0,2.17,clear sky
365,Chilca,PE,-12.5211,-76.7372,70.84,87,7,6.26,clear sky
366,Sombrio,BR,-29.1139,-49.6167,80.94,88,3,4.5,clear sky
367,Kenai,US,60.5544,-151.2583,35.02,96,100,5.08,light rain
368,Katsuura,JP,35.1333,140.3,48.11,55,100,5.44,overcast clouds
369,Rahden,DE,52.4333,8.6167,41.25,94,100,6.42,overcast clouds
370,Lubango,AO,-14.9172,13.4925,63.12,65,97,3.98,overcast clouds
371,Hoi An,VN,15.8794,108.335,80.56,81,19,4.85,few clouds
372,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.38,86,68,9.15,broken clouds
373,Yenagoa,NG,4.9247,6.2642,76.53,90,4,1.95,clear sky
374,Bangkalan,ID,-7.0455,112.7351,87.75,71,100,7.18,overcast clouds
375,Burnie,AU,-41.0667,145.9167,73.94,53,100,7.05,overcast clouds
376,Zhangye,CN,38.9342,100.4517,26.15,42,9,2.46,clear sky
377,Kurilsk,RU,45.2333,147.8833,26.6,64,99,14.83,overcast clouds
378,Gusau,NG,12.1628,6.6614,61.75,16,2,11.16,clear sky
379,Broken Hill,AU,-31.95,141.4333,79.57,38,100,16.33,overcast clouds
380,Itarema,BR,-2.9248,-39.9167,78.03,82,72,8.52,broken clouds
381,Karasuk,RU,53.7377,78.0403,-10.64,100,84,3.33,broken clouds
382,Belmonte,BR,-15.8631,-38.8828,81.1,85,7,7.85,clear sky
383,Jieshi,CN,22.8134,115.8257,66.94,79,52,5.26,broken clouds
384,Sisimiut,GL,66.9395,-53.6735,8.94,74,100,18.54,overcast clouds
385,Udachnyy,RU,66.4167,112.4,-13.95,99,32,4.54,scattered clouds
386,Kargopol,RU,61.5071,38.9456,-15.2,100,100,2.57,overcast clouds
387,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.02,86,8,2.86,clear sky
388,Lusambo,CD,-4.9667,23.45,66.58,99,100,1.63,light rain
389,Sembakung,ID,3.8167,117.25,82.33,64,96,1.32,overcast clouds
390,Ola,RU,59.5833,151.2833,-2.67,83,8,5.08,clear sky
391,Kahuta,PK,33.5913,73.3868,46.85,90,100,7.38,overcast clouds
392,Gillette,US,44.2911,-105.5022,39.06,65,100,11.5,overcast clouds
393,Iskateley,RU,67.6803,53.1512,5.94,93,100,12.01,overcast clouds
394,Deputatskiy,RU,69.3,139.9,-14.48,95,99,5.55,overcast clouds
395,Rio Gallegos,AR,-51.6226,-69.2181,49.95,81,100,14.5,light rain
396,Correderos,HN,15.4167,-88.45,66.45,98,45,0.92,scattered clouds
397,Vredendal,ZA,-31.6683,18.5012,81.48,41,18,5.79,few clouds
398,Amudat,UG,1.95,34.95,67.23,49,64,4.45,broken clouds
399,Sault Sainte Marie,CA,46.5168,-84.3333,15.89,76,100,8.05,snow
400,Labuhan,ID,-6.8844,112.2051,79.77,80,96,6.62,overcast clouds
401,Atbasar,KZ,51.8,68.3333,-0.35,91,100,6.96,overcast clouds
402,Yarmouth,US,41.7057,-70.2286,29.14,81,0,1.99,clear sky
403,Kloulklubed,PW,7.0419,134.2556,82.9,80,98,22.15,overcast clouds
404,Mecca,SA,21.4267,39.8261,66.99,80,35,2.48,scattered clouds
405,Yellowknife,CA,62.456,-114.3525,-11.58,86,100,10.0,overcast clouds
406,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,80,97,5.55,overcast clouds
407,Atakpame,TG,7.5333,1.1333,72.01,26,2,3.76,clear sky
408,Bereda,ES,43.2686,-7.5406,32.58,97,3,1.03,clear sky
409,Pascagoula,US,30.3658,-88.5561,35.82,88,0,0.0,clear sky
410,Torbay,CA,47.6666,-52.7314,24.58,85,100,4.0,overcast clouds
411,Wellington,NZ,-41.2866,174.7756,71.76,72,86,1.99,overcast clouds
412,Xacmaz,AZ,41.4635,48.806,33.42,76,99,4.83,overcast clouds
413,Lesnoy,RU,57.6198,63.0784,-2.27,99,42,4.38,scattered clouds
414,Nisia Floresta,BR,-6.0911,-35.2086,79.61,78,4,4.43,clear sky
415,Pangnirtung,CA,66.1451,-65.7125,1.63,96,100,5.95,light snow
416,Tamandare,BR,-8.7597,-35.1047,78.69,77,33,5.3,scattered clouds
417,Cuajinicuilapa,MX,16.4667,-98.4167,74.19,78,0,1.41,clear sky
418,Marabba,SD,12.35,32.1833,66.96,24,59,12.15,broken clouds
419,Ancud,CL,-41.8697,-73.8203,58.23,95,100,23.76,moderate rain
420,Vardo,NO,70.3705,31.1107,31.1,90,100,34.56,light snow
421,Cockburn Town,TC,21.4612,-71.1419,78.24,71,1,13.22,clear sky
422,Newport,GB,51.5877,-2.9984,41.86,80,11,0.34,few clouds
423,Caucaia,BR,-3.7361,-38.6531,83.07,75,20,8.05,few clouds
424,Anloga,GH,5.7947,0.8973,79.23,77,0,4.52,clear sky
425,Keetmanshoop,Namibia,-26.5833,18.1333,76.59,29,93,14.72,overcast clouds
426,Kargasok,RU,59.0556,80.8572,2.93,98,100,4.68,overcast clouds
427,Oktyabrskoye,RU,43.0645,44.7417,26.74,92,80,2.24,broken clouds
428,Cordoba,AR,-31.4135,-64.1811,73.76,87,75,1.99,broken clouds
429,Banamba,ML,13.55,-7.45,61.09,19,12,8.81,few clouds
430,Portland,US,45.5234,-122.6762,46.98,86,10,5.01,clear sky
431,Naze,JP,28.3667,129.4833,62.01,81,100,17.69,overcast clouds
432,Santa Barbara,US,34.7333,-120.0343,52.45,63,0,6.91,clear sky
433,Mattru,SL,7.6244,-11.8332,68.85,88,0,2.24,clear sky
434,Luderitz,Namibia,-26.6481,15.1594,82.67,47,94,15.12,overcast clouds
435,Sindor,RU,62.8629,51.8905,-1.82,99,65,4.47,broken clouds
436,Kamaishi,JP,39.2667,141.8833,39.09,55,100,2.1,overcast clouds
437,Nioro,GM,13.35,-15.75,75.72,13,22,7.4,few clouds
438,Thiruvananthapuram,IN,8.4833,76.9167,82.38,78,20,6.91,haze
439,Andrelandia,BR,-21.7397,-44.3092,64.76,96,54,2.28,broken clouds
440,Ukiah,US,39.1502,-123.2078,59.04,41,0,0.0,clear sky
441,Calama,CL,-22.4667,-68.9333,58.01,41,98,3.98,overcast clouds
442,Xapuri,BR,-10.6517,-68.5044,71.89,99,57,1.72,broken clouds
443,Hobyo,SO,5.3505,48.5268,77.11,71,91,20.71,overcast clouds
444,Bulgan,MN,48.8125,103.5347,5.16,92,86,1.41,overcast clouds
445,Nizhneangarsk,RU,55.7833,109.55,4.73,80,12,2.91,few clouds
446,Nelson Bay,AU,-32.7167,152.15,79.77,68,77,3.0,broken clouds
447,Santa Ana,US,33.7456,-117.8678,68.16,22,20,4.0,few clouds
448,Eureka,US,40.8021,-124.1637,55.36,78,0,7.94,clear sky
449,Tsabong,BW,-26.0217,22.401,69.69,28,70,8.63,broken clouds
450,Pangody,RU,65.85,74.4859,-4.45,100,100,4.74,overcast clouds
451,Ust-Omchug,RU,61.15,149.6333,-22.52,96,95,4.05,overcast clouds
452,Strezhevoy,RU,60.7333,77.5889,4.98,100,98,1.83,overcast clouds
453,Okhotsk,RU,59.3833,143.3,-5.04,80,40,13.65,scattered clouds
454,Bozoum,CF,6.3193,16.3799,65.3,29,81,3.04,broken clouds
455,Leua,SK,48.2156,18.6071,29.1,79,100,8.37,overcast clouds
456,Acapulco,MX,16.8634,-99.8901,76.03,75,2,5.17,clear sky
457,Cururupu,BR,-1.8283,-44.8683,73.98,97,71,3.09,broken clouds
458,Belaya Gora,RU,68.5333,146.4167,-23.08,93,100,3.83,overcast clouds
459,Boddam,GB,57.4667,-1.7833,47.12,86,98,6.33,overcast clouds
460,Omaha,US,41.2586,-95.9378,46.35,47,100,8.01,overcast clouds
461,Lyubim,RU,58.3625,40.6843,-2.2,100,87,3.09,light snow
462,Gotsu,JP,35.0,132.2167,44.65,77,100,4.27,moderate rain
463,Phangnga,TH,8.4509,98.5298,86.83,56,73,2.24,broken clouds
464,Sheridan,US,44.8333,-106.9173,46.58,66,100,1.99,overcast clouds
465,Santa Maria Del Oro,MX,25.9333,-105.3667,51.84,39,17,11.56,few clouds
466,Puerto Colombia,CO,10.9878,-74.9547,78.89,83,1,25.26,clear sky
467,Codrington,AU,-38.2667,141.9667,87.44,31,73,15.39,broken clouds
468,Nicoya,CR,10.1483,-85.452,78.35,76,5,12.06,clear sky
469,Sangar,RU,63.9242,127.4739,-21.17,98,99,2.19,overcast clouds
470,Broome,US,42.2506,-75.833,21.45,47,100,3.0,overcast clouds
471,Namatanai,PG,-3.6667,152.4333,86.02,65,60,6.38,broken clouds
472,Yashan,CN,22.1975,109.9419,65.37,92,100,1.5,overcast clouds
473,Parry Sound,CA,45.3501,-80.033,24.22,82,94,14.65,light snow
474,Mandera,KE,3.9366,41.867,75.83,44,99,8.08,overcast clouds
475,Mosta,MT,35.9092,14.4256,51.46,87,75,5.75,broken clouds
476,Caetite,BR,-14.0694,-42.475,66.36,91,8,7.31,clear sky
477,Koutsouras,GR,35.0339,25.9469,45.1,66,13,20.4,few clouds
478,Chichester,GB,50.8367,-0.78,41.56,86,5,4.16,clear sky
479,Flinders,AU,-34.5833,150.8552,76.8,64,50,8.99,scattered clouds
480,Myaundzha,RU,63.0494,147.1858,-28.23,95,36,3.87,scattered clouds
481,Long Xuyen,VN,10.3833,105.4167,80.55,66,4,5.79,clear sky
482,Batemans Bay,AU,-35.7167,150.1833,77.92,57,36,7.58,scattered clouds
483,Tchamba,TG,9.0333,1.4167,72.09,16,2,8.77,clear sky
484,Jinka,ET,5.65,36.65,65.39,46,100,1.61,overcast clouds
485,Vila Velha,BR,-20.3297,-40.2925,73.94,96,20,2.3,few clouds
486,Huaihua,CN,27.5494,109.9592,40.26,92,100,5.21,overcast clouds
487,Verkhoyansk,RU,67.5447,133.385,-15.38,100,99,1.19,overcast clouds
488,San Nicolas,PH,18.1725,120.5953,85.95,60,62,6.87,broken clouds
489,Pinahat,IN,26.8839,78.3781,55.94,79,66,9.75,broken clouds
490,Peniche,PT,39.3558,-9.3811,48.92,75,30,13.13,scattered clouds
491,Akot,IN,21.0964,77.0586,66.24,64,0,9.82,clear sky
492,Tirlyanskiy,RU,54.2109,58.5806,2.8,98,87,2.93,overcast clouds
493,Porto Velho,BR,-8.7619,-63.9039,73.45,94,20,2.3,few clouds
494,Boyolangu,ID,-8.1181,111.8935,84.29,69,100,5.12,overcast clouds
495,Tan An,VN,10.5333,106.4167,84.22,55,11,7.58,few clouds
496,Kodinsk,RU,58.6881,99.1844,-2.99,99,100,0.92,overcast clouds
497,Corinto,GR,37.9407,22.9573,41.41,54,48,8.32,scattered clouds
498,Takoradi,GH,4.8845,-1.7554,77.92,82,0,4.72,clear sky
499,Karlshamn,SE,56.1706,14.8619,35.71,83,91,2.55,overcast clouds
500,Qingdao,CN,36.0986,120.3719,36.01,67,74,11.9,broken clouds
501,Nouadhibou,MR,20.931,-17.0347,66.2,76,83,12.59,broken clouds
502,Chifeng,CN,42.2683,118.9636,17.83,55,0,2.33,clear sky
503,Svetlaya,RU,46.5389,138.3297,18.5,52,0,1.77,clear sky
504,Whitehorse,CA,60.7161,-135.0538,22.93,93,69,6.51,broken clouds
505,Constantine,DZ,36.365,6.6147,40.41,93,75,0.0,broken clouds
506,Severo-Yeniseyskiy,RU,60.3725,93.0408,-5.62,100,86,2.84,overcast clouds
507,Port Hedland,AU,-20.3167,118.5667,95.05,55,100,11.5,overcast clouds
508,Dawlatabad,AF,36.4141,64.9053,30.97,76,6,4.12,clear sky
509,Prince Rupert,CA,54.3161,-130.3201,40.39,87,100,10.18,overcast clouds
510,Paraiso,CR,9.8383,-83.8656,67.06,96,68,4.79,broken clouds
511,Soyo,AO,-6.1349,12.3689,75.16,85,15,5.08,few clouds
512,Banda Aceh,ID,5.5577,95.3222,81.32,76,64,7.56,broken clouds
513,Yen Bai,VN,21.7,104.8667,69.13,83,94,1.77,overcast clouds
514,Williams Lake,CA,52.1415,-122.1445,15.22,89,100,3.09,overcast clouds
515,Vagamo,NO,61.8751,9.0967,30.97,96,95,3.56,overcast clouds
516,Purpe,RU,64.4803,76.6897,11.88,95,100,11.03,light snow
517,Monrovia,LR,6.3005,-10.7969,75.83,80,5,3.44,clear sky
518,Ahuimanu,US,21.4447,-157.8378,80.31,73,0,3.0,clear sky
519,Turukhansk,RU,65.8167,87.9833,5.95,94,100,13.09,overcast clouds
520,Port-De-Bouc,FR,43.4,4.9833,39.78,83,0,5.75,clear sky
521,Bonavista,CA,48.6499,-53.1147,24.12,72,100,9.69,overcast clouds
522,Chernitsyno,RU,51.5074,36.051,22.48,100,100,3.67,overcast clouds
523,Olafsvik,IS,64.8945,-23.7142,33.01,65,100,32.59,snow
524,Manta,EC,-0.95,-80.7333,78.58,78,100,3.44,overcast clouds
525,Semey,KZ,50.4111,80.2275,-16.38,76,0,6.71,clear sky
526,Pierre,US,44.3683,-100.351,39.85,75,100,13.0,overcast clouds
527,Balkanabat,TM,39.5108,54.3671,37.72,52,2,11.92,clear sky
528,Gravdal,NO,68.1214,13.5031,41.23,74,100,30.78,overcast clouds
529,Jinxiang,CN,27.4327,120.6062,60.26,89,94,3.91,overcast clouds
530,Khandyga,RU,62.6667,135.6,-25.15,97,99,0.83,overcast clouds
531,Itaituba,BR,-4.2761,-55.9836,73.8,98,100,1.52,overcast clouds
532,Verkhnyaya Toyma,RU,62.2349,44.9985,-6.05,100,99,2.42,overcast clouds
533,Vaitape,PF,-16.5167,-151.75,81.18,75,100,14.54,overcast clouds
534,Cody,US,44.5263,-109.0565,37.65,69,100,0.0,overcast clouds
535,Zaozerne,UA,45.1582,33.2787,29.84,72,43,10.42,scattered clouds
536,Mnogovershinnyy,RU,53.9353,139.9242,4.78,75,17,7.7,few clouds
537,Chhapra,IN,25.7667,84.75,57.18,69,87,10.07,overcast clouds
538,Tazovskiy,RU,67.4667,78.7,11.3,97,100,7.58,overcast clouds
539,Kadiri,IN,14.1167,78.1667,72.86,39,5,2.91,clear sky
540,Pankrushikha,RU,53.8319,80.3406,-6.92,100,92,2.26,overcast clouds
541,Rosetta,EG,31.4044,30.4164,54.84,72,57,20.09,broken clouds
542,Kabanjahe,ID,3.1001,98.4908,70.56,75,78,2.37,broken clouds
543,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,75.09,93,96,7.99,moderate rain
544,Niteroi,BR,-22.8833,-43.1036,78.58,83,56,5.75,broken clouds
545,Voyvozh,RU,62.892,54.9635,-2.27,99,90,4.88,overcast clouds
546,Saint-Georges,GD,12.0564,-61.7485,77.32,67,68,14.38,broken clouds
547,Chokwe,MZ,-24.5333,32.9833,69.71,85,79,9.01,light rain
548,Kudahuvadhoo,MV,2.6708,72.8944,80.49,69,100,11.25,overcast clouds
549,Hostotipaquillo,MX,21.0667,-104.0667,69.85,64,29,4.16,scattered clouds
550,Raduzhnyy,RU,62.0961,77.475,-7.22,100,100,3.87,overcast clouds
551,Salalah,OM,17.0151,54.0924,64.49,9,0,13.8,clear sky
552,Banjar,ID,-8.19,114.9675,85.91,65,72,5.3,broken clouds
553,Salair,RU,54.2312,85.7972,-2.87,100,98,1.92,overcast clouds
554,Hiroshima,JP,34.3963,132.4594,44.42,39,100,6.22,light rain
555,Penzance,GB,50.1186,-5.5371,43.77,83,73,7.45,broken clouds
556,Uruzgan,AF,32.8333,66.0,23.76,54,0,7.96,clear sky
557,Along,IN,28.1667,94.7667,54.05,82,100,0.16,overcast clouds
558,Mercedes,AR,-34.6515,-59.4307,69.89,97,55,17.05,moderate rain
559,Alyangula,AU,-13.8483,136.4192,86.18,68,100,2.35,overcast clouds
560,Rabo De Peixe,PT,37.8,-25.5833,56.71,97,75,5.75,broken clouds
561,Goundam,ML,16.4145,-3.6708,63.37,17,99,10.27,overcast clouds
562,Port Shepstone,ZA,-30.7414,30.455,68.34,81,35,7.2,scattered clouds
563,Matamoros,MX,25.5333,-103.25,57.31,52,40,5.75,scattered clouds
564,Oytal,KZ,42.9057,73.2697,30.43,86,100,2.95,overcast clouds
565,Chicama,PE,-7.8447,-79.1469,66.74,75,21,5.95,few clouds
566,La Macarena,CO,2.1837,-73.7849,76.71,64,86,3.09,overcast clouds
567,Chatra,IN,24.2167,84.8667,59.61,80,100,5.55,overcast clouds
568,Daru,PG,-9.0763,143.2092,87.35,61,99,8.19,overcast clouds
569,Sillod,IN,20.3,75.65,61.16,72,2,9.44,clear sky
570,Podosinovets,RU,60.2776,47.0659,9.25,97,100,2.48,light snow
571,Bagdarin,RU,54.4333,113.6,-0.27,79,5,1.1,clear sky
572,Businga,CD,3.3333,20.8833,66.58,48,59,0.54,broken clouds
573,Antofagasta,CL,-23.65,-70.4,63.68,79,72,4.59,broken clouds
574,Weiser,US,44.251,-116.9693,34.0,90,99,1.01,overcast clouds
575,Florianopolis,BR,-27.6146,-48.5012,78.03,77,40,4.0,scattered clouds
576,Dudinka,RU,69.4058,86.1778,11.62,95,100,13.62,light snow
577,Bulawayo,ZW,-20.15,28.5833,56.8,83,55,14.2,broken clouds
578,Beringovskiy,RU,63.05,179.3167,-6.21,93,100,7.63,overcast clouds
579,Tocopilla,CL,-22.092,-70.1979,68.85,78,70,7.38,broken clouds
580,Seoul,KR,37.5683,126.9778,42.31,41,100,3.2,overcast clouds
581,Dubbo,AU,-32.25,148.6167,78.93,47,75,9.22,broken clouds
582,Bronnoysund,NO,65.4625,12.1997,44.67,93,75,18.41,light rain
583,Oblivskaya,RU,48.5362,42.5014,24.53,95,100,8.72,snow
584,Thinadhoo,MV,0.5333,72.9333,82.11,69,98,13.85,light rain
585,Gimli,CA,50.6336,-96.9907,-15.88,98,24,6.78,few clouds
586,Vilhena,BR,-12.7406,-60.1458,68.05,96,31,1.88,scattered clouds
587,Ayagoz,KZ,47.9714,80.4392,-11.47,95,19,3.96,few clouds
588,Benalla,AU,-36.55,145.9833,87.15,24,0,5.97,clear sky
589,Obera,AR,-27.4871,-55.1199,81.79,45,20,2.68,few clouds
590,Linjiang,CN,41.8069,126.9078,24.13,73,89,1.79,overcast clouds
591,Ongandjera,Namibia,-17.8833,15.0667,72.55,56,99,10.13,overcast clouds
592,Santa Maria,BR,-29.6842,-53.8069,87.26,40,93,4.94,overcast clouds
593,Geraldton,AU,-28.7667,114.6,108.01,8,0,11.5,clear sky
594,Tchaourou,BJ,8.8865,2.5975,72.82,18,3,8.39,clear sky
595,Enumclaw,US,47.2043,-121.9915,39.36,97,38,2.91,scattered clouds
596,The Pas,CA,53.8251,-101.2541,-21.91,100,28,4.56,scattered clouds
597,Zenzeli,RU,45.9241,47.0474,39.29,87,100,23.47,overcast clouds
598,Stornoway,GB,58.2093,-6.3865,48.16,91,75,10.0,broken clouds
599,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.84,77,21,5.73,few clouds
600,Ambunti,PG,-4.2365,142.8448,90.41,56,100,1.52,overcast clouds
601,Drochia,MD,48.035,27.8161,23.67,90,100,14.81,light snow
602,Sompeta,IN,18.9333,84.6,74.73,64,4,5.01,clear sky
603,Kambove,CD,-10.8764,26.5969,59.11,99,100,3.71,moderate rain
604,Beidaud,RO,44.7167,28.5667,24.82,77,80,14.58,broken clouds
605,Maarianhamina,AX,60.0973,19.9348,31.86,80,0,5.75,clear sky
606,Linqiong,CN,30.4159,103.4609,50.77,74,98,1.81,overcast clouds
607,Lokosovo,RU,61.1333,74.8167,-7.46,100,86,2.98,overcast clouds
608,Gyomaendrod,HU,46.9333,20.8333,24.01,70,0,5.44,clear sky
609,Tomaszow Lubelski,PL,50.4477,23.4162,27.81,92,100,12.88,overcast clouds
610,Oranjestad,AW,12.524,-70.027,78.75,69,20,17.27,few clouds
611,Barmer,IN,25.75,71.3833,52.83,31,0,5.75,clear sky
612,Kuytun,RU,54.3419,101.5036,8.49,94,100,5.23,overcast clouds
613,Zorritos,PE,-3.6805,-80.6782,75.96,74,59,9.19,broken clouds
614,Clyde River,CA,70.4692,-68.5914,-12.77,77,100,17.27,haze
615,Evensk,RU,61.95,159.2333,-14.67,81,1,5.55,clear sky
616,Homer,US,59.6425,-151.5483,42.04,73,75,0.0,broken clouds
617,Jibuti,DJ,11.5,42.5,66.36,82,31,8.86,scattered clouds
618,Lavrentiya,RU,65.5833,-171.0,-3.19,99,100,5.66,overcast clouds
619,Cairns,AU,-16.9167,145.7667,90.95,72,75,11.5,light rain
620,Vereshchagino,RU,58.0789,54.6557,12.45,94,100,5.1,snow
621,Lata,PT,40.1629,-8.3327,45.81,74,1,5.1,clear sky
622,Brzesko,PL,49.9691,20.6061,27.93,88,93,5.01,overcast clouds
623,Bozovici,RO,44.9389,22.0017,13.33,97,67,5.73,broken clouds
624,Gunjur,GM,13.2019,-16.7339,75.61,45,29,7.4,scattered clouds
625,Nome,US,64.5011,-165.4064,-11.52,100,100,5.23,overcast clouds
626,Paamiut,GL,61.994,-49.6678,15.39,77,100,18.95,overcast clouds
627,Canchungo,GW,12.0672,-16.0333,67.91,64,6,3.51,clear sky
628,Terrace Bay,CA,48.7834,-87.1,-7.04,94,74,10.33,broken clouds
629,Jining,CN,35.405,116.5814,39.13,67,86,9.91,overcast clouds
630,Bunbury,AU,-33.3333,115.6333,85.87,38,0,11.39,clear sky
631,Kiama,AU,-34.6833,150.8667,77.0,64,53,8.61,broken clouds
632,Talnakh,RU,69.4865,88.3972,11.21,95,100,10.02,snow
633,Pereslavl-Zalesskiy,RU,56.7393,38.8563,0.97,100,91,3.4,overcast clouds
634,Waipawa,NZ,-41.4122,175.5153,67.3,79,97,8.81,overcast clouds
635,Kiunga,PG,-6.1219,141.2906,88.03,58,84,4.05,broken clouds
636,Praia,CV,14.9215,-23.5087,72.14,73,40,6.91,scattered clouds
637,Bredy,RU,52.4153,60.3411,-7.65,98,98,4.38,overcast clouds
638,Yar-Sale,RU,66.8333,70.8333,0.86,100,96,1.66,overcast clouds
639,Lagos,NG,6.5833,3.75,72.14,92,1,1.7,clear sky
640,Magole,TZ,-6.3667,37.3667,69.98,97,100,2.15,moderate rain
641,Qeshm,IR,26.9581,56.2719,46.27,43,0,3.33,clear sky
642,Coihaique,CL,-45.5752,-72.0662,48.15,81,71,2.3,light rain
643,Bilibino,RU,68.0546,166.4372,-33.74,97,100,2.98,overcast clouds
644,Mogoytuy,RU,51.2833,114.9167,-2.02,94,100,2.15,overcast clouds
645,Caravelas,BR,-17.7125,-39.2481,74.66,87,3,4.47,clear sky
646,Waddan,LY,29.1614,16.139,47.1,70,1,5.95,clear sky
647,Ibimirim,BR,-8.5406,-37.6903,77.22,63,78,5.88,broken clouds
648,Uvat,RU,59.1433,68.8953,-3.17,100,83,4.09,broken clouds
649,Beshpagir,RU,45.0217,42.3808,29.62,99,100,2.77,overcast clouds
650,Ostersund,SE,63.1792,14.6357,41.45,81,100,16.11,overcast clouds
651,Demyansk,RU,57.643,32.466,-8.07,100,53,2.66,broken clouds
652,Mount Gambier,AU,-37.8333,140.7667,90.25,28,100,4.92,overcast clouds
653,Santa Rosa,PH,14.3122,121.1114,85.08,69,43,12.28,scattered clouds
654,Hamm,DE,51.6803,7.8209,42.3,92,100,4.88,overcast clouds
655,Barvinkove,UA,48.9097,37.0205,11.57,96,99,2.68,overcast clouds
656,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,86,0,5.99,clear sky
657,Omboue,GA,-1.5746,9.2618,75.72,90,99,6.31,overcast clouds
658,Mgachi,RU,51.05,142.2667,8.96,78,14,3.4,few clouds
659,Rocha,UY,-34.4833,-54.3333,72.41,85,56,7.0,light rain
660,Sayyan,YE,15.1718,44.3244,48.13,82,82,2.42,broken clouds
661,Saint-Francois,FR,46.4154,3.9054,36.48,96,100,0.0,mist
662,Bueno Brandao,BR,-22.4408,-46.3508,64.58,89,1,3.67,clear sky
663,La Rioja,ES,42.25,-2.5,33.12,69,0,3.06,clear sky
664,Jijiga,ET,9.35,42.8,56.48,58,13,2.73,few clouds
665,Mahasamund,IN,21.1,82.1,64.67,54,36,3.0,scattered clouds
666,Hellin,ES,38.5106,-1.701,43.14,96,99,3.13,overcast clouds
667,Thaba-Tseka,LS,-29.522,28.6084,46.11,72,99,1.63,overcast clouds
668,Monkey Bay,MW,-14.0728,34.9201,72.21,81,100,13.76,overcast clouds
669,Sohag,EG,26.557,31.6948,45.5,56,0,7.43,clear sky
670,Cozumel,MX,20.5083,-86.9458,75.94,88,24,8.99,few clouds
671,Suntar,RU,62.1444,117.6319,-2.96,95,16,5.99,few clouds
672,Vankleek Hill,CA,45.5168,-74.6493,3.25,96,100,6.6,overcast clouds
673,Kerema,PG,-7.9631,145.7785,85.15,71,50,10.42,scattered clouds
674,Temir,KZ,49.1414,57.13,2.16,96,15,8.48,few clouds
675,Batagay-Alyta,RU,67.8006,130.4114,-10.48,83,100,5.7,overcast clouds
676,Roald,NO,62.5833,6.1333,48.34,71,46,21.85,scattered clouds
677,Alice Springs,AU,-23.7,133.8833,89.15,55,40,8.05,scattered clouds
678,Kavaratti,IN,10.5669,72.642,79.93,64,98,10.29,overcast clouds
679,Tongchuan,CN,35.0806,109.0897,32.56,85,100,3.65,light snow
680,Port Blair,IN,11.6667,92.75,80.64,78,20,4.61,few clouds
681,Tiznit,MA,29.5833,-9.5,58.08,35,12,6.44,few clouds
682,Bled,SI,46.3692,14.1136,31.35,93,27,2.13,scattered clouds
683,La Ronge,CA,55.1001,-105.2842,-10.12,95,99,3.53,overcast clouds
684,Kavieng,PG,-2.5744,150.7967,84.69,69,100,4.97,overcast clouds
685,Karakol,KG,42.4907,78.3936,15.3,61,98,6.04,overcast clouds
686,Anjozorobe,MG,-18.4,47.8667,66.52,97,100,16.6,moderate rain
687,Maningrida,AU,-12.0667,134.2667,89.83,61,98,4.63,overcast clouds
688,Giyon,ET,8.5333,37.9833,53.91,46,100,7.56,overcast clouds
689,Saldanha,ZA,-33.0117,17.9442,70.63,68,18,5.61,few clouds
690,San Carlos,VE,9.6612,-68.5827,72.09,77,17,3.94,few clouds
691,Wajima,JP,37.4,136.9,42.22,65,100,8.21,overcast clouds
692,Leh,IN,34.1667,77.5833,4.3,78,100,3.18,overcast clouds
693,Pervomayskoye,RU,43.919,46.7102,31.84,90,100,4.09,overcast clouds
